subject,predicate,object
biolink:CellularComponent,biolink:negatively_regulates_entity_to_entity,biolink:Protein
biolink:AnatomicalEntity,biolink:related_to,biolink:BiologicalEntity
biolink:Cell,biolink:subclass_of,biolink:Procedure
biolink:InformationContentEntity,biolink:precedes,biolink:BiologicalEntity
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:occurs_in,biolink:BiologicalEntity
biolink:Drug,biolink:treats,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:interacts_with,biolink:BiologicalEntity
biolink:GenomicEntity,biolink:interacts_with,biolink:BiologicalEntity
biolink:Cell,biolink:prevents,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:prevents,biolink:BiologicalEntity
biolink:PopulationOfIndividualOrganisms,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularActivity,biolink:produces,biolink:BiologicalEntity
biolink:DiseaseOrPhenotypicFeature,biolink:produces,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:positively_regulates,biolink:BiologicalEntity
biolink:AnatomicalEntity,biolink:causes,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:biomarker_for,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:predisposes,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:predisposes,biolink:IndividualOrganism
biolink:Activity,biolink:related_to,biolink:PhysicalEntity
biolink:MaterialSample,biolink:close_match,biolink:Device
biolink:OrganismalEntity,biolink:subclass_of,biolink:InformationContentEntity
biolink:Cell,biolink:related_to,biolink:IndividualOrganism
biolink:Cell,biolink:subclass_of,biolink:IndividualOrganism
biolink:Cell,biolink:coexists_with,biolink:NamedThing
biolink:InformationContentEntity,biolink:produces,biolink:Device
biolink:PathologicalProcess,biolink:related_to,biolink:Agent
biolink:DiseaseOrPhenotypicFeature,biolink:interacts_with,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:related_to,biolink:GrossAnatomicalStructure
biolink:PhysiologicalProcess,biolink:part_of,biolink:Disease
biolink:Cell,biolink:has_attribute,biolink:Procedure
biolink:MolecularActivity,biolink:positively_regulates,biolink:BiologicalEntity
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:Procedure
biolink:Gene,biolink:part_of,biolink:Procedure
biolink:ChemicalSubstance,biolink:part_of,biolink:Procedure
biolink:CellularComponent,biolink:part_of,biolink:Procedure
biolink:MolecularEntity,biolink:located_in,biolink:Procedure
biolink:ChemicalSubstance,biolink:located_in,biolink:Procedure
biolink:AnatomicalEntity,biolink:located_in,biolink:Procedure
biolink:GenomicEntity,biolink:located_in,biolink:Procedure
biolink:Disease,biolink:located_in,biolink:Procedure
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:Procedure
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:Procedure
biolink:PathologicalProcess,biolink:occurs_in,biolink:Procedure
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:Procedure
biolink:InformationContentEntity,biolink:occurs_in,biolink:Procedure
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:Procedure
biolink:NamedThing,biolink:occurs_in,biolink:Procedure
biolink:Activity,biolink:occurs_in,biolink:Procedure
biolink:Phenomenon,biolink:occurs_in,biolink:Procedure
biolink:IndividualOrganism,biolink:occurs_in,biolink:Procedure
biolink:MolecularActivity,biolink:occurs_in,biolink:Procedure
biolink:PopulationOfIndividualOrganisms,biolink:occurs_in,biolink:Procedure
biolink:CellularComponent,biolink:manifestation_of,biolink:Disease
biolink:Device,biolink:produces,biolink:ChemicalSubstance
biolink:Disease,biolink:negatively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:Disease,biolink:positively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:derives_into,biolink:GenomicEntity
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:Device
biolink:Phenomenon,biolink:physically_interacts_with,biolink:BiologicalEntity
biolink:GenomicEntity,biolink:has_input,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:produces,biolink:NamedThing
biolink:Protein,biolink:has_attribute,biolink:BiologicalEntity
biolink:Cell,biolink:has_attribute,biolink:Agent
biolink:MolecularEntity,biolink:has_attribute,biolink:Agent
biolink:AnatomicalEntity,biolink:subclass_of,biolink:Agent
biolink:DiseaseOrPhenotypicFeature,biolink:precedes,biolink:BiologicalEntity
biolink:Procedure,biolink:precedes,biolink:BiologicalEntity
biolink:Protein,biolink:disrupts,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:located_in,biolink:NamedThing
biolink:OrganismalEntity,biolink:related_to,biolink:Agent
biolink:ChemicalSubstance,biolink:treats,biolink:Protein
biolink:Procedure,biolink:treats,biolink:Protein
biolink:Agent,biolink:related_to,biolink:GrossAnatomicalStructure
biolink:PhysiologicalProcess,biolink:treats,biolink:BiologicalEntity
biolink:Drug,biolink:affects,biolink:Procedure
biolink:IndividualOrganism,biolink:disrupts,biolink:DiseaseOrPhenotypicFeature
biolink:Cell,biolink:physically_interacts_with,biolink:AnatomicalEntity
biolink:PhenotypicFeature,biolink:close_match,biolink:Agent
biolink:BiologicalProcess,biolink:related_to,biolink:NamedThing
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:physically_interacts_with,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:causes,biolink:BiologicalEntity
biolink:Procedure,biolink:produces,biolink:BiologicalEntity
biolink:GrossAnatomicalStructure,biolink:related_to,biolink:Agent
biolink:CellularComponent,biolink:affects,biolink:Protein
biolink:Disease,biolink:subclass_of,biolink:Agent
biolink:InformationContentEntity,biolink:subclass_of,biolink:Protein
biolink:ChemicalSubstance,biolink:has_input,biolink:InformationContentEntity
biolink:Procedure,biolink:produces,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:positively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:GeographicLocation,biolink:related_to,biolink:Agent
biolink:Procedure,biolink:positively_regulates,biolink:AnatomicalEntity
biolink:Disease,biolink:part_of,biolink:BiologicalEntity
biolink:Activity,biolink:coexists_with,biolink:BiologicalEntity
biolink:Procedure,biolink:occurs_in,biolink:BiologicalEntity
biolink:Drug,biolink:affects,biolink:BiologicalEntity
biolink:Activity,biolink:biomarker_for,biolink:BiologicalEntity
biolink:Agent,biolink:subclass_of,biolink:OrganismalEntity
biolink:PathologicalProcess,biolink:part_of,biolink:NamedThing
biolink:ClinicalIntervention,biolink:close_match,biolink:IndividualOrganism
biolink:Phenomenon,biolink:subclass_of,biolink:BiologicalEntity
biolink:Procedure,biolink:positively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:MolecularActivity,biolink:causes,biolink:InformationContentEntity
biolink:MolecularActivity,biolink:causes,biolink:BiologicalEntity
biolink:Disease,biolink:occurs_in,biolink:Device
biolink:NamedThing,biolink:produces,biolink:Device
biolink:Cell,biolink:part_of,biolink:BiologicalEntity
biolink:AnatomicalEntity,biolink:part_of,biolink:BiologicalEntity
biolink:PathologicalProcess,biolink:part_of,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:part_of,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:part_of,biolink:BiologicalEntity
biolink:AnatomicalEntity,biolink:located_in,biolink:BiologicalEntity
biolink:Phenomenon,biolink:located_in,biolink:BiologicalEntity
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:BiologicalEntity
biolink:Protein,biolink:located_in,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:located_in,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:BiologicalEntity
biolink:PopulationOfIndividualOrganisms,biolink:occurs_in,biolink:BiologicalEntity
biolink:AnatomicalEntity,biolink:occurs_in,biolink:BiologicalEntity
biolink:CellularComponent,biolink:related_to,biolink:Device
biolink:ChemicalSubstance,biolink:coexists_with,biolink:Device
biolink:Phenomenon,biolink:part_of,biolink:ChemicalSubstance
biolink:AnatomicalEntity,biolink:located_in,biolink:ChemicalSubstance
biolink:InformationContentEntity,biolink:located_in,biolink:ChemicalSubstance
biolink:Drug,biolink:located_in,biolink:ChemicalSubstance
biolink:PathologicalProcess,biolink:located_in,biolink:ChemicalSubstance
biolink:Protein,biolink:positively_regulates,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:positively_regulates,biolink:ChemicalSubstance
biolink:Gene,biolink:affects,biolink:ChemicalSubstance
biolink:ChemicalSubstance,biolink:disrupts,biolink:ChemicalSubstance
biolink:MolecularEntity,biolink:disrupts,biolink:ChemicalSubstance
biolink:Gene,biolink:coexists_with,biolink:Procedure
biolink:PhysicalEntity,biolink:related_to,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:disrupts,biolink:NamedThing
biolink:Drug,biolink:close_match,biolink:BiologicalEntity
biolink:ClinicalIntervention,biolink:close_match,biolink:Drug
biolink:Gene,biolink:located_in,biolink:Protein
biolink:BiologicalProcessOrActivity,biolink:located_in,biolink:Protein
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:Procedure
biolink:ChemicalSubstance,biolink:positively_regulates_entity_to_entity,biolink:Device
biolink:MolecularActivity,biolink:negatively_regulates_entity_to_entity,biolink:Protein
biolink:Procedure,biolink:quantifier_qualifier,biolink:Drug
biolink:Device,biolink:has_input,biolink:Drug
biolink:CellularComponent,biolink:located_in,biolink:NamedThing
biolink:Phenomenon,biolink:quantifier_qualifier,biolink:DiseaseOrPhenotypicFeature
biolink:Device,biolink:affects,biolink:Phenomenon
biolink:InformationContentEntity,biolink:close_match,biolink:Agent
biolink:NamedThing,biolink:physically_interacts_with,biolink:PathologicalProcess
biolink:Gene,biolink:treats,biolink:NamedThing
biolink:CellularComponent,biolink:related_to,biolink:BiologicalEntity
biolink:CellularComponent,biolink:causes,biolink:BiologicalEntity
biolink:AnatomicalEntity,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:Protein,biolink:prevents,biolink:NamedThing
biolink:BiologicalProcess,biolink:same_as,biolink:NamedThing
biolink:PopulationOfIndividualOrganisms,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:has_input,biolink:MolecularEntity
biolink:InformationContentEntity,biolink:located_in,biolink:PathologicalProcess
biolink:MolecularActivity,biolink:located_in,biolink:PathologicalProcess
biolink:Drug,biolink:prevents,biolink:BiologicalEntity
biolink:BiologicalProcess,biolink:subclass_of,biolink:NamedThing
biolink:Phenomenon,biolink:located_in,biolink:MolecularEntity
biolink:MolecularEntity,biolink:has_input,biolink:Procedure
biolink:Drug,biolink:has_input,biolink:Procedure
biolink:GenomicEntity,biolink:has_input,biolink:Procedure
biolink:PopulationOfIndividualOrganisms,biolink:produces,biolink:Procedure
biolink:PopulationOfIndividualOrganisms,biolink:positively_regulates,biolink:NamedThing
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:ClinicalModifier,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:occurs_in,biolink:NamedThing
biolink:MolecularEntity,biolink:derives_into,biolink:Procedure
biolink:PopulationOfIndividualOrganisms,biolink:has_input,biolink:MolecularEntity
biolink:NamedThing,biolink:related_to,biolink:Drug
biolink:ChemicalSubstance,biolink:close_match,biolink:GeographicLocation
biolink:Protein,biolink:treats,biolink:BiologicalEntity
biolink:MaterialSample,biolink:close_match,biolink:BiologicalEntity
biolink:CellularComponent,biolink:positively_regulates,biolink:Phenomenon
biolink:ChemicalSubstance,biolink:close_match,biolink:MolecularActivity
biolink:Disease,biolink:precedes,biolink:MolecularActivity
biolink:NamedThing,biolink:subclass_of,biolink:Drug
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:predisposes,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:has_input,biolink:Drug
biolink:Phenomenon,biolink:negatively_regulates_entity_to_entity,biolink:PathologicalProcess
biolink:NamedThing,biolink:close_match,biolink:Drug
biolink:GenomicEntity,biolink:related_to,biolink:Drug
biolink:InformationContentEntity,biolink:subclass_of,biolink:MolecularActivity
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:Agent
biolink:ChemicalSubstance,biolink:subclass_of,biolink:Drug
biolink:Disease,biolink:interacts_with,biolink:InformationContentEntity
biolink:Disease,biolink:has_input,biolink:GenomicEntity
biolink:CellularComponent,biolink:affects,biolink:GenomicEntity
biolink:Gene,biolink:related_to,biolink:MolecularActivity
biolink:ChemicalSubstance,biolink:coexists_with,biolink:MolecularActivity
biolink:MolecularEntity,biolink:coexists_with,biolink:MolecularActivity
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:MolecularActivity
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:MolecularActivity
biolink:Procedure,biolink:has_input,biolink:MolecularActivity
biolink:Activity,biolink:has_input,biolink:MolecularActivity
biolink:NamedThing,biolink:has_input,biolink:MolecularActivity
biolink:NamedThing,biolink:negatively_regulates_entity_to_entity,biolink:MolecularActivity
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:MolecularActivity
biolink:ChemicalSubstance,biolink:derives_into,biolink:MolecularActivity
biolink:MolecularEntity,biolink:close_match,biolink:MolecularActivity
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:MolecularActivity
biolink:Protein,biolink:physically_interacts_with,biolink:MolecularActivity
biolink:Device,biolink:has_input,biolink:MolecularActivity
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:MolecularActivity
biolink:MolecularEntity,biolink:derives_into,biolink:MolecularActivity
biolink:Protein,biolink:derives_into,biolink:MolecularActivity
biolink:Drug,biolink:coexists_with,biolink:MolecularActivity
biolink:Gene,biolink:coexists_with,biolink:MolecularActivity
biolink:Protein,biolink:coexists_with,biolink:MolecularActivity
biolink:NamedThing,biolink:physically_interacts_with,biolink:MolecularActivity
biolink:Gene,biolink:physically_interacts_with,biolink:MolecularActivity
biolink:NamedThing,biolink:derives_into,biolink:MolecularActivity
biolink:IndividualOrganism,biolink:related_to,biolink:Drug
biolink:GrossAnatomicalStructure,biolink:has_input,biolink:NamedThing
biolink:Activity,biolink:produces,biolink:Device
biolink:PopulationOfIndividualOrganisms,biolink:related_to,biolink:Device
biolink:Activity,biolink:has_input,biolink:PhysiologicalProcess
biolink:Device,biolink:subclass_of,biolink:Drug
biolink:Activity,biolink:subclass_of,biolink:Device
biolink:Protein,biolink:related_to,biolink:Agent
biolink:Protein,biolink:related_to,biolink:Drug
biolink:InformationContentEntity,biolink:has_input,biolink:Drug
biolink:Procedure,biolink:quantifier_qualifier,biolink:Agent
biolink:BiologicalEntity,biolink:affects,biolink:ChemicalSubstance
biolink:DiseaseOrPhenotypicFeature,biolink:positively_regulates,biolink:Procedure
biolink:AnatomicalEntity,biolink:causes,biolink:Procedure
biolink:Gene,biolink:interacts_with,biolink:Procedure
biolink:Gene,biolink:prevents,biolink:Procedure
biolink:GenomicEntity,biolink:prevents,biolink:Procedure
biolink:Activity,biolink:predisposes,biolink:Procedure
biolink:ChemicalSubstance,biolink:predisposes,biolink:Procedure
biolink:MolecularEntity,biolink:predisposes,biolink:Procedure
biolink:GenomicEntity,biolink:predisposes,biolink:Procedure
biolink:Gene,biolink:predisposes,biolink:Procedure
biolink:BiologicalEntity,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:quantifier_qualifier,biolink:InformationContentEntity
biolink:GrossAnatomicalStructure,biolink:produces,biolink:DiseaseOrPhenotypicFeature
