subject,predicate,object
biolink:BiologicalProcess,biolink:has_input,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:has_input,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:has_input,biolink:OrganismTaxon
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:ChemicalSubstance
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:Drug
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:MolecularEntity
biolink:GeneFamily,biolink:treats,biolink:ChemicalSubstance
biolink:GeneFamily,biolink:treats,biolink:Drug
biolink:Device,biolink:biomarker_for,biolink:ChemicalSubstance
biolink:Device,biolink:biomarker_for,biolink:Drug
biolink:OntologyClass,biolink:biomarker_for,biolink:ChemicalSubstance
biolink:OntologyClass,biolink:biomarker_for,biolink:Drug
biolink:AnatomicalEntity,biolink:biomarker_for,biolink:ChemicalSubstance
biolink:AnatomicalEntity,biolink:biomarker_for,biolink:Drug
biolink:OrganismalEntity,biolink:biomarker_for,biolink:ChemicalSubstance
biolink:OrganismalEntity,biolink:biomarker_for,biolink:Drug
biolink:AdministrativeEntity,biolink:prevents,biolink:ChemicalSubstance
biolink:AdministrativeEntity,biolink:prevents,biolink:Drug
biolink:Agent,biolink:prevents,biolink:ChemicalSubstance
biolink:Agent,biolink:prevents,biolink:Drug
biolink:Procedure,biolink:prevents,biolink:ChemicalSubstance
biolink:Procedure,biolink:prevents,biolink:Drug
biolink:Activity,biolink:correlated_with,biolink:ChemicalSubstance
biolink:Activity,biolink:correlated_with,biolink:Drug
biolink:Activity,biolink:correlated_with,biolink:MolecularEntity
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:positively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:positively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:OrganismalEntity,biolink:positively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:Procedure,biolink:subclass_of,biolink:CellularComponent
biolink:OrganismTaxon,biolink:coexists_with,biolink:IndividualOrganism
biolink:BiologicalProcess,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:BiologicalProcess
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:Device,biolink:biomarker_for,biolink:OrganismalEntity
biolink:Device,biolink:biomarker_for,biolink:IndividualOrganism
biolink:NamedThing,biolink:prevents,biolink:IndividualOrganism
biolink:NamedThing,biolink:has_attribute,biolink:Cell
biolink:BiologicalEntity,biolink:has_attribute,biolink:Cell
biolink:BiologicalProcess,biolink:has_attribute,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:Cell
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:Cell
biolink:Phenomenon,biolink:subclass_of,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:prevents,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:prevents,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:subclass_of,biolink:Phenomenon
biolink:Drug,biolink:subclass_of,biolink:Phenomenon
biolink:OrganismTaxon,biolink:related_to,biolink:Phenomenon
biolink:Procedure,biolink:has_input,biolink:OrganismTaxon
biolink:Disease,biolink:has_input,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:has_input,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:has_input,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:has_input,biolink:OrganismTaxon
biolink:Agent,biolink:has_input,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:has_input,biolink:OrganismTaxon
biolink:Drug,biolink:has_input,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:has_input,biolink:OrganismTaxon
biolink:InformationContentEntity,biolink:has_input,biolink:OrganismTaxon
biolink:GeneFamily,biolink:has_input,biolink:Procedure
biolink:IndividualOrganism,biolink:causes,biolink:AdministrativeEntity
biolink:IndividualOrganism,biolink:causes,biolink:Agent
biolink:OrganismTaxon,biolink:causes,biolink:AdministrativeEntity
biolink:OrganismTaxon,biolink:causes,biolink:Agent
biolink:GeneFamily,biolink:disrupts,biolink:AdministrativeEntity
biolink:GeneFamily,biolink:disrupts,biolink:Agent
biolink:IndividualOrganism,biolink:biomarker_for,biolink:AdministrativeEntity
biolink:IndividualOrganism,biolink:biomarker_for,biolink:Agent
biolink:InformationContentEntity,biolink:prevents,biolink:AdministrativeEntity
biolink:InformationContentEntity,biolink:prevents,biolink:Agent
biolink:PopulationOfIndividualOrganisms,biolink:predisposes,biolink:AdministrativeEntity
biolink:PopulationOfIndividualOrganisms,biolink:predisposes,biolink:Agent
biolink:InformationContentEntity,biolink:predisposes,biolink:AdministrativeEntity
biolink:InformationContentEntity,biolink:predisposes,biolink:Agent
biolink:Phenomenon,biolink:predisposes,biolink:AdministrativeEntity
biolink:Phenomenon,biolink:predisposes,biolink:Agent
biolink:GeneFamily,biolink:predisposes,biolink:AdministrativeEntity
biolink:GeneFamily,biolink:predisposes,biolink:Agent
biolink:AnatomicalEntity,biolink:produces,biolink:IndividualOrganism
biolink:OrganismalEntity,biolink:produces,biolink:IndividualOrganism
biolink:NamedThing,biolink:has_attribute_type,biolink:Procedure
biolink:BiologicalEntity,biolink:has_attribute_type,biolink:Procedure
biolink:BiologicalProcess,biolink:has_attribute_type,biolink:Procedure
biolink:BiologicalProcessOrActivity,biolink:has_attribute_type,biolink:Procedure
biolink:PhysiologicalProcess,biolink:has_attribute_type,biolink:Procedure
biolink:PhysiologicalProcess,biolink:close_match,biolink:AdministrativeEntity
biolink:PhysiologicalProcess,biolink:close_match,biolink:Agent
biolink:Activity,biolink:correlated_with,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:ChemicalSubstance
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:Drug
biolink:CellularComponent,biolink:in_taxon,biolink:NamedThing
biolink:NamedThing,biolink:has_route,biolink:Disease
biolink:NamedThing,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:has_route,biolink:PhenotypicFeature
biolink:BiologicalEntity,biolink:has_route,biolink:Disease
biolink:BiologicalEntity,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:has_route,biolink:PhenotypicFeature
biolink:ChemicalSubstance,biolink:has_route,biolink:Disease
biolink:ChemicalSubstance,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:ChemicalSubstance,biolink:has_route,biolink:PhenotypicFeature
biolink:Drug,biolink:has_route,biolink:Disease
biolink:Drug,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:Drug,biolink:has_route,biolink:PhenotypicFeature
biolink:MolecularEntity,biolink:has_route,biolink:Disease
biolink:MolecularEntity,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:has_route,biolink:PhenotypicFeature
biolink:QuantityValue,biolink:has_route,biolink:Disease
biolink:QuantityValue,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:QuantityValue,biolink:has_route,biolink:PhenotypicFeature
biolink:Device,biolink:has_route,biolink:Disease
biolink:Device,biolink:has_route,biolink:DiseaseOrPhenotypicFeature
biolink:Device,biolink:has_route,biolink:PhenotypicFeature
biolink:ChemicalSubstance,biolink:quantifier_qualifier,biolink:Activity
biolink:Drug,biolink:quantifier_qualifier,biolink:Activity
biolink:MolecularEntity,biolink:quantifier_qualifier,biolink:Activity
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:Activity
biolink:GrossAnatomicalStructure,biolink:affects,biolink:Activity
biolink:InformationContentEntity,biolink:precedes,biolink:Activity
biolink:Procedure,biolink:interacts_with,biolink:Activity
biolink:OntologyClass,biolink:coexists_with,biolink:Activity
biolink:PathologicalProcess,biolink:located_in,biolink:BiologicalProcess
biolink:PathologicalProcess,biolink:located_in,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:located_in,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:in_taxon,biolink:OrganismalEntity
biolink:NamedThing,biolink:in_taxon,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:in_taxon,biolink:OrganismalEntity
biolink:BiologicalEntity,biolink:in_taxon,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:in_taxon,biolink:OrganismalEntity
biolink:MolecularEntity,biolink:in_taxon,biolink:IndividualOrganism
biolink:Gene,biolink:in_taxon,biolink:OrganismalEntity
biolink:Gene,biolink:in_taxon,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:in_taxon,biolink:OrganismalEntity
biolink:GenomicEntity,biolink:in_taxon,biolink:IndividualOrganism
biolink:Protein,biolink:in_taxon,biolink:OrganismalEntity
biolink:Protein,biolink:in_taxon,biolink:IndividualOrganism
biolink:NamedThing,biolink:has_count,biolink:NamedThing
biolink:NamedThing,biolink:has_count,biolink:Procedure
biolink:BiologicalEntity,biolink:has_count,biolink:NamedThing
biolink:BiologicalEntity,biolink:has_count,biolink:Procedure
biolink:BiologicalProcess,biolink:has_count,biolink:NamedThing
biolink:BiologicalProcess,biolink:has_count,biolink:Procedure
biolink:BiologicalProcessOrActivity,biolink:has_count,biolink:NamedThing
biolink:BiologicalProcessOrActivity,biolink:has_count,biolink:Procedure
biolink:PhysiologicalProcess,biolink:has_count,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:has_count,biolink:Procedure
biolink:NamedThing,biolink:has_quantitative_value,biolink:NamedThing
biolink:NamedThing,biolink:has_quantitative_value,biolink:Procedure
biolink:BiologicalEntity,biolink:has_quantitative_value,biolink:NamedThing
biolink:BiologicalEntity,biolink:has_quantitative_value,biolink:Procedure
biolink:ChemicalSubstance,biolink:has_quantitative_value,biolink:NamedThing
biolink:ChemicalSubstance,biolink:has_quantitative_value,biolink:Procedure
biolink:Drug,biolink:has_quantitative_value,biolink:NamedThing
biolink:Drug,biolink:has_quantitative_value,biolink:Procedure
biolink:MolecularEntity,biolink:has_quantitative_value,biolink:NamedThing
biolink:MolecularEntity,biolink:has_quantitative_value,biolink:Procedure
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:ChemicalSubstance
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:Drug
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:MolecularEntity
biolink:MolecularEntity,biolink:produces,biolink:IndividualOrganism
biolink:NamedThing,biolink:has_count,biolink:BiologicalEntity
biolink:NamedThing,biolink:has_count,biolink:Disease
biolink:NamedThing,biolink:has_count,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:has_count,biolink:PhenotypicFeature
biolink:BiologicalEntity,biolink:has_count,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:has_count,biolink:Disease
biolink:BiologicalEntity,biolink:has_count,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:has_count,biolink:PhenotypicFeature
biolink:BiologicalProcess,biolink:has_count,biolink:BiologicalEntity
biolink:BiologicalProcess,biolink:has_count,biolink:Disease
biolink:BiologicalProcess,biolink:has_count,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalProcess,biolink:has_count,biolink:PhenotypicFeature
biolink:BiologicalProcessOrActivity,biolink:has_count,biolink:BiologicalEntity
biolink:BiologicalProcessOrActivity,biolink:has_count,biolink:Disease
biolink:BiologicalProcessOrActivity,biolink:has_count,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalProcessOrActivity,biolink:has_count,biolink:PhenotypicFeature
biolink:PhysiologicalProcess,biolink:has_count,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:has_count,biolink:Disease
biolink:PhysiologicalProcess,biolink:has_count,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:has_count,biolink:PhenotypicFeature
biolink:NamedThing,biolink:has_quantitative_value,biolink:BiologicalEntity
biolink:NamedThing,biolink:has_quantitative_value,biolink:Disease
biolink:NamedThing,biolink:has_quantitative_value,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:has_quantitative_value,biolink:PhenotypicFeature
biolink:BiologicalEntity,biolink:has_quantitative_value,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:has_quantitative_value,biolink:Disease
biolink:BiologicalEntity,biolink:has_quantitative_value,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:has_quantitative_value,biolink:PhenotypicFeature
biolink:ChemicalSubstance,biolink:has_quantitative_value,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:has_quantitative_value,biolink:Disease
biolink:ChemicalSubstance,biolink:has_quantitative_value,biolink:DiseaseOrPhenotypicFeature
biolink:ChemicalSubstance,biolink:has_quantitative_value,biolink:PhenotypicFeature
biolink:Drug,biolink:has_quantitative_value,biolink:BiologicalEntity
biolink:Drug,biolink:has_quantitative_value,biolink:Disease
biolink:Drug,biolink:has_quantitative_value,biolink:DiseaseOrPhenotypicFeature
biolink:Drug,biolink:has_quantitative_value,biolink:PhenotypicFeature
biolink:MolecularEntity,biolink:has_quantitative_value,biolink:BiologicalEntity
biolink:MolecularEntity,biolink:has_quantitative_value,biolink:Disease
biolink:MolecularEntity,biolink:has_quantitative_value,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:has_quantitative_value,biolink:PhenotypicFeature
biolink:IndividualOrganism,biolink:related_to,biolink:Device
biolink:PlanetaryEntity,biolink:occurs_in,biolink:NamedThing
biolink:EnvironmentalProcess,biolink:occurs_in,biolink:NamedThing
biolink:PhysicalEntity,biolink:overlaps,biolink:NamedThing
biolink:GeneFamily,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:GeneFamily,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:GeneFamily,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:subclass_of,biolink:OrganismTaxon
biolink:MolecularActivity,biolink:in_taxon,biolink:OrganismTaxon
biolink:Phenomenon,biolink:in_taxon,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:coexists_with,biolink:Phenomenon
biolink:Drug,biolink:coexists_with,biolink:Phenomenon
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:Activity
biolink:ChemicalSubstance,biolink:precedes,biolink:Activity
biolink:Drug,biolink:precedes,biolink:Activity
biolink:OntologyClass,biolink:related_to,biolink:OrganismTaxon
biolink:Cell,biolink:located_in,biolink:IndividualOrganism
biolink:PhysicalEntity,biolink:located_in,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:NamedThing,biolink:has_attribute,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:has_attribute,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:has_attribute,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:OrganismTaxon
biolink:Phenomenon,biolink:biomarker_for,biolink:OrganismTaxon
biolink:Disease,biolink:prevents,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:prevents,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:prevents,biolink:OrganismTaxon
biolink:Disease,biolink:correlated_with,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:correlated_with,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:correlated_with,biolink:OrganismTaxon
biolink:NamedThing,biolink:correlated_with,biolink:IndividualOrganism
biolink:Activity,biolink:correlated_with,biolink:OrganismalEntity
biolink:Activity,biolink:correlated_with,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:Disease
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:PhenotypicFeature
biolink:OrganismTaxon,biolink:related_to,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:has_input,biolink:Activity
biolink:InformationContentEntity,biolink:close_match,biolink:PopulationOfIndividualOrganisms
biolink:MolecularEntity,biolink:coexists_with,biolink:IndividualOrganism
biolink:NamedThing,biolink:quantifier_qualifier,biolink:IndividualOrganism
biolink:AdministrativeEntity,biolink:quantifier_qualifier,biolink:IndividualOrganism
biolink:Agent,biolink:quantifier_qualifier,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:produces,biolink:OrganismTaxon
biolink:Drug,biolink:produces,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:has_attribute,biolink:BiologicalEntity
biolink:GrossAnatomicalStructure,biolink:has_attribute,biolink:BiologicalProcess
biolink:GrossAnatomicalStructure,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:GrossAnatomicalStructure,biolink:has_attribute,biolink:PhysiologicalProcess
