prefix	MIM_number	preferred_title	alternative_title	symbols	neo4j_id
NULL	614520	ENCEPHALOMYOPATHY, MITOCHONDRIAL, DUE TO VOLTAGE-DEPENDENT ANION CHANNEL DEFICIENCY			827856
Number Sign	614521	THROMBOCYTHEMIA 3; THCYT3	THROMBOCYTOSIS 3		540199
Number Sign	614524	FIBROCHONDROGENESIS 2; FBCG2			518666
Number Sign	614526	CHROMOSOME 17q12 DUPLICATION SYNDROME			6982
Number Sign	614527	CHROMOSOME 17q12 DELETION SYNDROME			6983
Number Sign	614541	CHROMOSOME 16q22 DELETION SYNDROME			849270
Number Sign	614546	EFAVIRENZ, POOR METABOLISM OF		EFAVIRENZ CENTRAL NERVOUS SYSTEM TOXICITY, SUSCEPTIBILITY TO, INCLUDED	523533
Number Sign	614557	EHLERS-DANLOS SYNDROME WITH PROGRESSIVE KYPHOSCOLIOSIS, MYOPATHY, AND HEARING LOSS; EDSKMH			518333
Number Sign	614558	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13; EIEE13			7188
Number Sign	614559	INFANTILE CEREBELLAR-RETINAL DEGENERATION; ICRD			535643
Number Sign	614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC	LABRUNE SYNDROME		527973
Number Sign	614563	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13; MRD13	MENTAL RETARDATION, AUTOSOMAL DOMINANT, 13, WITH NEURONAL MIGRATION DEFECTS		512298
Number Sign	614564	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL; FCTCS	TELANGIECTASIA, CUTANEOUS, AND CANCER SYNDROME, FAMILIAL		509348
Number Sign	614565	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E; CSNB1E	CSNB, COMPLETE, AUTOSOMAL RECESSIVE		533550
Percent	614569	MULTIPLE ENCHONDROMATOSIS, MAFFUCCI TYPE	MAFFUCCI SYNDROME		827835
Percent	614575	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME; CANVAS			827831
Number Sign	614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L	CDG IIl; CDGIIl		537671
Number Sign	614582	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9; COXPD9			500796
Number Sign	614583	BARAITSER-WINTER SYNDROME 2; BRWS2			7029
Percent	614588	DYSTONIA 21; DYT21			820628
Percent	614590	PODOCONIOSIS, SUSCEPTIBILITY TO; PDCOS	NONFILARIAL ELEPHANTIASIS OF LOWER LEGS, SUSCEPTIBILITY TO;; ENDEMIC NONFILARIAL ELEPHANTIASIS, SUSCEPTIBILITY TO;; LYMPHOSTATIC VERRUCOSIS, SUSCEPTIBILITY TO		828071
Number Sign	614592	BENT BONE DYSPLASIA SYNDROME; BBDS			510640
Number Sign	614594	PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES	OLMSTED SYNDROME; OLMS		523107
Number Sign	614595	PREECLAMPSIA/ECLAMPSIA 5; PEE5			502661
Number Sign	614602	TRICHOHEPATOENTERIC SYNDROME 2; THES2			539299
Number Sign	614607	COFFIN-SIRIS SYNDROME 2; CSS2	MENTAL RETARDATION, AUTOSOMAL DOMINANT 14; MRD14		521158
Number Sign	614608	COFFIN-SIRIS SYNDROME 3; CSS3	MENTAL RETARDATION, AUTOSOMAL DOMINANT 15; MRD15		540517
Number Sign	614609	COFFIN-SIRIS SYNDROME 4; CSS4	MENTAL RETARDATION, AUTOSOMAL DOMINANT 16; MRD16		534334
Number Sign	614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2			532601
Number Sign	614614	DEAFNESS, AUTOSOMAL DOMINANT 4B; DFNA4B			497695
Number Sign	614615	JOUBERT SYNDROME 17; JBTS17			7731
Number Sign	614616	DIARRHEA 6; DIAR6			512232
Number Sign	614617	DEAFNESS, AUTOSOMAL RECESSIVE 86; DFNB86			7696
Number Sign	614618	HYPEREKPLEXIA 3; HKPX3			7697
Number Sign	614619	HYPEREKPLEXIA 2; HKPX2			7701
Number Sign	614621	UV-SENSITIVE SYNDROME 2; UVSS2			526698
Percent	614622	KERATOCONUS 5; KTCN5			820652
Percent	614623	KERATOCONUS 6; KTCN6			820650
Percent	614628	KERATOCONUS 8; KTCN8			820642
Percent	614629	KERATOCONUS 7; KTCN7			820643
Number Sign	614640	UV-SENSITIVE SYNDROME 3; UVSS3			514734
Number Sign	614643	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7; MDDGA7	WALKER-WARBURG SYNDROME OR MUSCLE-EYE-BRAIN DISEASE, ISPD-RELATED		7543
Number Sign	614650	COENZYME Q10 DEFICIENCY, PRIMARY, 6; COQ10D6			7530
Number Sign	614651	COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2			7531
Number Sign	614652	COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3			7525
Number Sign	614653	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6	HSAN VI		538615
Number Sign	614654	COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5			7527
Percent	614655	STUTTERING, FAMILIAL PERSISTENT, 3; STUT3			820641
Number Sign	614662	CORTISONE REDUCTASE DEFICIENCY 2; CORTRD2			535254
Number Sign	614665	MECONIUM ILEUS			516040
Percent	614668	STUTTERING, FAMILIAL PERSISTENT, 4; STUT4			820637
Number Sign	614669	AURICULOCONDYLAR SYNDROME 2; ARCND2			516338
Percent	614670	PERIPARTUM CARDIOMYOPATHY, SUSCEPTIBILITY TO	PPCM, SUSCEPTIBILITY TO		827634
Number Sign	614671	CHROMOSOME 16p11.2 DUPLICATION SYNDROME		AUTISM, SUSCEPTIBILITY TO, 14B, INCLUDED; AUTS14B, INCLUDED	594765
Number Sign	614672	CARDIOMYOPATHY, DILATED, 2B; CMD2B			524649
Number Sign	614673	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE; MCPH8			7630
Number Sign	614674	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT			535765
Number Sign	614675	BONE MARROW FAILURE SYNDROME 1; BMFS1			519511
Percent	614676	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 21; CMH21			820691
Number Sign	614678	PONTOCEREBELLAR HYPOPLASIA, TYPE 1B; PCH1B			7621
Number Sign	614679	CILIARY DYSKINESIA, PRIMARY, 17; CILD17	CILIARY DYSKINESIA, PRIMARY, 17, WITH OR WITHOUT SITUS INVERSUS		7622
Number Sign	614680	INFLUENZA, SEVERE, SUSCEPTIBILITY TO			520529
Percent	614684	HYPERTELORISM AND OTHER FACIAL DYSMORPHISM, BRACHYDACTYLY, GENITAL ABNORMALITIES, MENTAL RETARDATION, AND RECURRENT INFLAMMATORY EPISODES			827623
NULL	614687	ALAR CLEFT, ISOLATED			827622
NULL	614688	PONTINE TEGMENTAL CAP DYSPLASIA; PTCD			827621
Number Sign	614691	CATARACT 38; CTRCT38	CATARACT, AUTOSOMAL RECESSIVE CONGENITAL 5; CATC5		522714
Percent	614692	MEMBRANOUS NEPHROPATHY, SUSCEPTIBILITY TO; MBNP			499209
Number Sign	614696	AMYOTROPHIC LATERAL SCLEROSIS 17; ALS17	AMYOTROPHIC LATERAL SCLEROSIS, CHMP2B-RELATED		515648
Number Sign	614699	IMMUNODEFICIENCY, COMMON VARIABLE, 7; CVID7			532753
Number Sign	614700	IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY; CVID8			539356
Number Sign	614701	CORNELIA DE LANGE SYNDROME 4; CDLS4			8220
Number Sign	614702	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10	CARDIOMYOPATHY, INFANTILE HYPERTROPHIC MITOCHONDRIAL, AND LACTIC ACIDOSIS		498135
Number Sign	614706	CEROID LIPOFUSCINOSIS, NEURONAL, 11; CLN11			8335
Number Sign	614707	BROWN-VIALETTO-VAN LAERE SYNDROME 2; BVVLS2			8336
Number Sign	614714	POROKERATOSIS 7, MULTIPLE TYPES; POROK7			506786
Number Sign	614723	ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY; APRTD	APRT DEFICIENCY;; UROLITHIASIS, 2,8-DIHYDROXYADENINE;; UROLITHIASIS, DHA;; NEPHROLITHIASIS, DHA		8319
Number Sign	614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K	CDG IIk; CDGIIk		8475
Number Sign	614728	SECKEL SYNDROME 6; SCKL6			8483
Number Sign	614731	PROSTATE CANCER, HEREDITARY, 2; HPC2			536904
Number Sign	614732	INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, AND GENITAL ANOMALIES	IMAGE SYNDROME		8307
Number Sign	614736	GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY; GCCD4			503189
Number Sign	614739	3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDEL	3-METHYLGLUTACONIC ACIDURIA, TYPE VI; MGCA6		8288
Number Sign	614740	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7; BCC7			538621
Number Sign	614741	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY; MPYCD			503221
Number Sign	614742	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1; PFBMFT1			512809
Number Sign	614743	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2; PFBMFT2			528839
Number Sign	614744	FACIAL PARESIS, HEREDITARY CONGENITAL, 3; HCFP3			514384
Number Sign	614748	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL; ILNEB			525740
Number Sign	614749	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 6; GPIBD6		509255
Number Sign	614750	MYASTHENIC SYNDROME, CONGENITAL, 13; CMS13	MYASTHENIC SYNDROME, CONGENITAL, WITH TUBULAR AGGREGATES 2; CMSTA2		8145
Number Sign	614751	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; HMN5B	HMN VB;; NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; DHMN5B;; DHMN VB;; SPINAL MUSCULAR ATROPHY, DISTAL, TYPE VB; DSMAVB		535255
Number Sign	614753	SOTOS SYNDROME 2; SOTOS2	MALAN SYNDROME		513976
Number Sign	614756	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION; CANPMR			516792
Number Sign	614779	HETEROTAXY, VISCERAL, 6, AUTOSOMAL; HTX6			505526
Number Sign	614782	TREMOR, HEREDITARY ESSENTIAL, 4; ETM4			538030
Number Sign	614800	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY; SOPH			528753
Number Sign	614807	MYOPATHY, CENTRONUCLEAR, 4; CNM4			528347
Number Sign	614808	AMYOTROPHIC LATERAL SCLEROSIS 18; ALS18			525993
Number Sign	614809	CFHR5 DEFICIENCY			537682
Number Sign	614810	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 5; MS5			519767
Number Sign	614813	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT	SOFT SYNDROME		537860
Number Sign	614814	ADAMS-OLIVER SYNDROME 3; AOS3			6541
Number Sign	614815	JOUBERT SYNDROME 18; JBTS18			6542
Number Sign	614816	LOEYS-DIETZ SYNDROME 4; LDS4	ANEURYSM, AORTIC AND CEREBRAL, WITH ARTERIAL TORTUOSITY AND SKELETAL MANIFESTATIONS		6544
Number Sign	614817	INTERSTITIAL NEPHRITIS, KARYOMEGALIC; KMIN			522956
Number Sign	614819	WEILL-MARCHESANI SYNDROME 3; WMS3			6538
Number Sign	614820	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2; AHC2			6547
Number Sign	614822	SPERMATOGENIC FAILURE 10; SPGF10	SPERMATOGENIC FAILURE WITH DEFECTIVE SPERM ANNULUS		526182
Number Sign	614823	AORTIC VALVE DISEASE 2; AOVD2	BICUSPID AORTIC VALVE;; AORTIC VALVE STENOSIS		513884
Percent	614826	NYSTAGMUS 7, CONGENITAL, AUTOSOMAL DOMINANT; NYS7			820687
Number Sign	614830	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8; MDDGA8	WALKER-WARBURG SYNDROME OR MUSCLE-EYE-BRAIN DISEASE, GTDC2-RELATED		6648
Number Sign	614831	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13			516655
Number Sign	614832	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4; AI2A4			518066
Number Sign	614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES; MSSP	POLYMICROGYRIA WITH SEIZURES; PMGYS		527400
Percent	614834	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 3; TTPP3			827214
Percent	614836	HUMAN HERPESVIRUS 8, SUSCEPTIBILITY TO; HHV8S	HHV-8, SUSCEPTIBILITY TO		850792
Number Sign	614837	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA; HH8			6621
Number Sign	614838	HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA; HH9			6622
Number Sign	614839	HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA; HH10			6625
Number Sign	614840	HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA; HH11			6629
Number Sign	614841	HYPOGONADOTROPIC HYPOGONADISM 12 WITH OR WITHOUT ANOSMIA; HH12	EUNUCHOIDISM, FAMILIAL HYPOGONADOTROPIC;; GONADOTROPIN DEFICIENCY, FAMILIAL IDIOPATHIC; FIGD		6630
Number Sign	614842	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA; HH13			6631
Number Sign	614844	NEPHRONOPHTHISIS 14; NPHP14		JOUBERT SYNDROME 19, INCLUDED; JBTS19, INCLUDED	6626
Number Sign	614845	NEPHRONOPHTHISIS 15; NPHP15			6627
Number Sign	614846	TETRASOMY 15q26	LEVY-SHANSKE SYNDROME		850809
Number Sign	614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12; EIG12			844095
Number Sign	614849	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 3	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 5; IIAE5		530360
Number Sign	614850	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 4	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 6; IIAE6		527005
Number Sign	614851	SECKEL SYNDROME 7; SCKL7			6609
Number Sign	614852	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE; MCPH9			6611
Number Sign	614856	OSTEOGENESIS IMPERFECTA, TYPE XIII; OI13	OI, TYPE XIII		521911
Number Sign	614857	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE; MAHCJ			538206
Number Sign	614858	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA; HH14			6599
Number Sign	614859	PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER); PBD3A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 3, INCLUDED; CG3, INCLUDED	519655
Number Sign	614860	DYSTONIA 23; DYT23			537761
Number Sign	614861	DEAFNESS, AUTOSOMAL RECESSIVE 98; DFNB98			538713
Number Sign	614862	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 4, INCLUDED; CG4, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 6, INCLUDED; CG6, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP C, INCLUDED; CGC, INCLUDED	535029
Number Sign	614863	PEROXISOME BIOGENESIS DISORDER 4B; PBD4B			520493
Number Sign	614866	PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED; CG5, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED; CG10, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED; CGF, INCLUDED	528188
Number Sign	614867	PEROXISOME BIOGENESIS DISORDER 5B; PBD5B			514430
Number Sign	614868	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS; TIIAC	STK4 DEFICIENCY;; MST1 DEFICIENCY		512739
Number Sign	614869	USHER SYNDROME, TYPE IJ; USH1J			6474
Number Sign	614870	PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER); PBD6A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 7, INCLUDED; CG7, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP B, INCLUDED; CGB, INCLUDED	540961
Number Sign	614871	PEROXISOME BIOGENESIS DISORDER 6B; PBD6B			531172
Number Sign	614872	PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER); PBD7A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 8, INCLUDED; CG8, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A, INCLUDED; CGA, INCLUDED	536290
Number Sign	614873	PEROXISOME BIOGENESIS DISORDER 7B; PBD7B			526720
Number Sign	614874	CILIARY DYSKINESIA, PRIMARY, 18; CILD18	CILIARY DYSKINESIA, PRIMARY, 18, WITH OR WITHOUT SITUS INVERSUS		6483
Percent	614875	METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA	SPONDYLOENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA;; METAPHYSEAL ENCHONDRODYSPLASIA WITH 2-HYDROXYGLUTARIC ACIDURIA;; METAPHYSEAL CHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA		827185
Number Sign	614876	PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER); PBD8A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 9, INCLUDED; CG9, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP D, INCLUDED; CGD, INCLUDED	507613
Number Sign	614877	PEROXISOME BIOGENESIS DISORDER 8B; PBD8B			536446
Number Sign	614878	AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED; APLAID			537536
Number Sign	614879	PEROXISOME BIOGENESIS DISORDER 9B; PBD9B	REFSUM DISEASE, ADULT, 2;; PEROXISOME BIOGENESIS DISORDER, PEX7-RELATED, ATYPICAL	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 11, INCLUDED; CG11, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP R, INCLUDED; CGR, INCLUDED	6479
Number Sign	614880	HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA; HH15			6463
Number Sign	614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5; DSMA5			507192
Number Sign	614882	PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER); PBD10A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 12, INCLUDED; CG12, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP G, INCLUDED; CGG, INCLUDED	527289
Number Sign	614883	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER); PBD11A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 13, INCLUDED; CG13, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP H, INCLUDED; CGH, INCLUDED	516897
Number Sign	614885	PEROXISOME BIOGENESIS DISORDER 11B; PBD11B			505900
Number Sign	614886	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER); PBD12A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 14, INCLUDED;; CG14, INCLUDED;; PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP J, INCLUDED;; CGJ, INCLUDED	536224
Number Sign	614887	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER); PBD13A		PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP K, INCLUDED; CGK, INCLUDED	523890
Number Sign	614889	IMMUNODEFICIENCY 28; IMD28	IMMUNODEFICIENCY 28, MYCOBACTERIOSIS;; IFNGR2 DEFICIENCY		513563
Number Sign	614890	IMMUNODEFICIENCY 29; IMD29	IL12B DEFICIENCY		536383
Number Sign	614891	IMMUNODEFICIENCY 30; IMD30	IL12RB1 DEFICIENCY		526710
Number Sign	614892	IMMUNODEFICIENCY 31A; IMD31A	IMMUNODEFICIENCY 31A, MYCOBACTERIOSIS, AUTOSOMAL DOMINANT;; STAT1 DEFICIENCY, AUTOSOMAL DOMINANT		530204
Number Sign	614893	IMMUNODEFICIENCY 32A; IMD32A	IMMUNODEFICIENCY 32A, MYCOBACTERIOSIS, AUTOSOMAL DOMINANT;; IRF8 DEFICIENCY, AUTOSOMAL DOMINANT;; CD11C-POSITIVE/CD1C-POSITIVE DENDRITIC CELL DEFICIENCY, AUTOSOMAL DOMINANT		525344
Number Sign	614894	IMMUNODEFICIENCY 32B; IMD32B	IMMUNODEFICIENCY 32B, MONOCYTE AND DENDRITIC CELL DEFICIENCY, AUTOSOMAL RECESSIVE;; IRF8 DEFICIENCY, AUTOSOMAL RECESSIVE;; MONOCYTE AND DENDRITIC CELL DEFICIENCY, AUTOSOMAL RECESSIVE		512920
Number Sign	614895	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F; CMT4F			521210
Number Sign	614896	SINOATRIAL NODE DYSFUNCTION AND DEAFNESS; SANDD			527232
Number Sign	614897	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA; HH16			6432
Number Sign	614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53			524646
Number Sign	614899	DEAFNESS, AUTOSOMAL RECESSIVE 93; DFNB93			536108
Number Sign	614900	DIAMOND-BLACKFAN ANEMIA 11; DBA11			7270
Number Sign	614915	LETHAL CONGENITAL CONTRACTURE SYNDROME 4; LCCS4			523777
Number Sign	614916	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4; CPVT4			7119
Number Sign	614920	PEROXISOME BIOGENESIS DISORDER 14B; PEX14B			533250
Number Sign	614921	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T	CDG It; CDGIt;; PHOSPHOGLUCOMUTASE 1 DEFICIENCY;; PGM1 DEFICIENCY;; GLYCOGEN STORAGE DISEASE XIV; GSD14;; GSD XIV		820707
Number Sign	614922	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11	ENCEPHALONEUROMYOPATHY, INFANTILE, DUE TO MITOCHONDRIAL TRANSLATION DEFECT		512783
Number Sign	614923	BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY; BCKDKD	BCKDK DEFICIENCY		540004
Number Sign	614924	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12; COXPD12	LEUKOENCEPHALOPATHY WITH THALAMUS AND BRAINSTEM INVOLVEMENT AND HIGH LACTATE; LTBL		510282
Number Sign	614926	PERRAULT SYNDROME 2; PRLTS2			7183
Percent	614927	ECTODERMAL DYSPLASIA 5, HAIR/NAIL TYPE; ECTD5			820705
Percent	614928	ECTODERMAL DYSPLASIA 6, HAIR/NAIL TYPE; ECTD6			820704
Number Sign	614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7			513445
Number Sign	614931	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE; ECTD9			513438
Number Sign	614932	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13			539116
Number Sign	614934	DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70			532249
Number Sign	614935	CILIARY DYSKINESIA, PRIMARY, 19; CILD19	CILIARY DYSKINESIA, PRIMARY, 19, WITH OR WITHOUT SITUS INVERSUS		7080
Percent	614936	PALMOPLANTAR KERATODERMA, PUNCTATE TYPE IB; PPKP1B			851396
Number Sign	614937	MYOCLONUS, FAMILIAL CORTICAL; FCM			537019
Number Sign	614940	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT; ECTD11A	ECTODERMAL DYSPLASIA, HYPOHIDROTIC, AUTOSOMAL DOMINANT; HED		505187
Number Sign	614941	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD11B	ECTODERMAL DYSPLASIA, HYPOHIDROTIC; HED;; ECTODERMAL DYSPLASIA, ANHIDROTIC; EDA		7089
Number Sign	614944	DEAFNESS, AUTOSOMAL RECESSIVE 84B; DFNB84B			522417
Number Sign	614945	DEAFNESS, AUTOSOMAL RECESSIVE 18B; DFNB18B			539792
Number Sign	614946	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14			538640
Number Sign	614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15			513703
Percent	614954	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 3; CHTD3	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, WITH CARDIAC RHYTHM AND CONDUCTION DISTURBANCES		847442
Number Sign	614959	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14			526552
Number Sign	614961	PONTOCEREBELLAR HYPOPLASIA, TYPE 8; PCH8			527480
Number Sign	614962	LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD	OBESITY, MORBID, NONSYNDROMIC 1		510253
Number Sign	614963	LEPTIN RECEPTOR DEFICIENCY	OBESITY, MORBID, NONSYNDROMIC 2		512900
Number Sign	614969	PONTOCEREBELLAR HYPOPLASIA, TYPE 7; PCH7			509068
Number Sign	614970	JOUBERT SYNDROME 20; JBTS20			7150
Number Sign	614972	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3; ICP3			522391
Percent	614973	FOCAL FACIAL DERMAL DYSPLASIA 2, BRAUER-SETLEIS TYPE; FFDD2	BRAUER-SETLEIS SYNDROME		820709
Number Sign	614974	FOCAL FACIAL DERMAL DYSPLASIA 4; FFDD4			532993
Number Sign	614976	CARPENTER SYNDROME 2; CRPT2			506414
Percent	614979	SPLENOMEGALY, CYTOPENIA, AND VISION LOSS			826910
