prefix	MIM_number	preferred_title	alternative_title	symbols
Percent	612353	POROKERATOSIS 6, MULTIPLE TYPES; POROK6	POROKERATOSIS 6, DISSEMINATED SUPERFICIAL;; POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 4; DSAP4	
Percent	612354	INFLAMMATORY BOWEL DISEASE 21; IBD21		
Number Sign	612356	HEPARIN COFACTOR II DEFICIENCY	THROMBOPHILIA DUE TO HEPARIN COFACTOR II DEFICIENCY; THPH10;; HCF II DEFICIENCY;; HCF2 DEFICIENCY	
Percent	612357	MAJOR AFFECTIVE DISORDER 8; MAFD8	BIPOLAR AFFECTIVE DISORDER	
Number Sign	612359	COWDEN SYNDROME 2; CWS2		
Percent	612361	SCHIZOPHRENIA 14	SCZD14;; SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 2q32-RELATED	
Number Sign	612362	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 12; BMIQ12	OBESITY, SUSCEPTIBILITY TO	
Percent	612363	ALANINE AMINOTRANSFERASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 1	ALTQTL1	
Percent	612364	ALANINE AMINOTRANSFERASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 2	ALTQTL2	
Percent	612365	GAMMA GLUTAMYLTRANSFERASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 1	GGTQTL1	
Percent	612366	GAMMA GLUTAMYLTRANSFERASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 2	GGTQTL2	
Percent	612367	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 2	ALPQTL2	
Percent	612368	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 3	ALPQTL3	
Percent	612369	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 4	ALPQTL4	
Number Sign	612370	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA; HH5		
Number Sign	612371	MAJOR AFFECTIVE DISORDER 7; MAFD7	BIPOLAR AFFECTIVE DISORDER	
Percent	612372	MAJOR AFFECTIVE DISORDER 9; MAFD9	BIPOLAR AFFECTIVE DISORDER	
Number Sign	612376	ACUTE PROMYELOCYTIC LEUKEMIA; APL	LEUKEMIA, ACUTE PROMYELOCYTIC	
Percent	612378	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 13; SLEB13		
Number Sign	612379	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq; CDG1Q	COLOBOMA, OCULAR, WITH ICHTHYOSIS, BRAIN MALFORMATIONS, AND ENDOCRINE ABNORMALITIES;; CDG Iq; CDGIq	
Percent	612380	INFLAMMATORY BOWEL DISEASE 22; IBD22		
Percent	612381	INFLAMMATORY BOWEL DISEASE 23; IBD23		
Number Sign	612387	SARCOIDOSIS, SUSCEPTIBILITY TO, 2; SS2		
Percent	612388	SARCOIDOSIS, SUSCEPTIBILITY TO, 3; SS3		
Number Sign	612389	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B		
Number Sign	612390	PONTOCEREBELLAR HYPOPLASIA, TYPE 2C; PCH2C		
Number Sign	612394	BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS	LYSYL HYDROXYLASE 3 DEFICIENCY;; LH3 DEFICIENCY	
NULL	612396	ALLANTOICASE; ALLC		
Number Sign	612400	OSTEOARTHRITIS SUSCEPTIBILITY 5; OS5	OSTEOARTHRITIS OF HIP	
Percent	612401	OSTEOARTHRITIS SUSCEPTIBILITY 6; OS6	OSTEOARTHRITIS OF KNEE	
Percent	612406	DYSTONIA 17, TORSION, AUTOSOMAL RECESSIVE; DYT17		
Percent	612410	PSORIASIS 10, SUSCEPTIBILITY TO; PSORS10		
Number Sign	612416	FACTOR XI DEFICIENCY	F11 DEFICIENCY;; PLASMA THROMBOPLASTIN ANTECEDENT DEFICIENCY;; PTA DEFICIENCY;; ROSENTHAL SYNDROME	
Percent	612417	NARCOLEPSY 4, SUSCEPTIBILITY TO; NRCLP4		
Percent	612421	ALOPECIA, ANDROGENETIC, 3; AGA3		
Number Sign	612422	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3; RCM3		
Number Sign	612423	PREKALLIKREIN DEFICIENCY	PKK DEFICIENCY;; FLETCHER FACTOR DEFICIENCY	
Percent	612431	DEAFNESS, AUTOSOMAL DOMINANT 27; DFNA27		
Percent	612433	DEAFNESS, AUTOSOMAL RECESSIVE 45; DFNB45		
Number Sign	612437	EPILEPSY, PROGRESSIVE MYOCLONIC, 1B; EPM1B		
Number Sign	612438	LEUKODYSTROPHY, HYPOMYELINATING, 6; HLD6	LEUKODYSTROPHY, HYPOMYELINATING, WITH ATROPHY OF THE BASAL GANGLIA AND CEREBELLUM; HABC	
Number Sign	612444	CILIARY DYSKINESIA, PRIMARY, 9; CILD9	CILIARY DYSKINESIA, PRIMARY, 9, WITH OR WITHOUT SITUS INVERSUS	
NULL	612445	SCOLIOSIS, ARACHNODACTYLY, AND BLINDNESS		
Number Sign	612446	COMPLEMENT COMPONENT 6 DEFICIENCY; C6D	C6 DEFICIENCY	COMPLEMENT COMPONENT 6 DEFICIENCY, SUBTOTAL, INCLUDED;; C6 DEFICIENCY, SUBTOTAL, INCLUDED
Number Sign	612447	SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION		
Percent	612448	AGE-RELATED HEARING IMPAIRMENT 1; ARHI1	PRESBYCUSIS 1	
Percent	612459	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 13; BMIQ13		
Number Sign	612460	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 14; BMIQ14	OBESITY, SUSCEPTIBILITY TO	
Number Sign	612462	PSEUDOHYPOPARATHYROIDISM, TYPE IC; PHP1C	PHP IC	
Number Sign	612463	PSEUDOPSEUDOHYPOPARATHYROIDISM; PPHP	ALBRIGHT HEREDITARY OSTEODYSTROPHY WITHOUT MULTIPLE HORMONE RESISTANCE	
Number Sign	612469	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, MENTAL RETARDATION, AND OBESITY SYNDROME; WAGRO	WAGRO SYNDROME;; WAGR SYNDROME WITH OBESITY;; CHROMOSOME 11p13-p12 DELETION SYNDROME	
Number Sign	612474	CHROMOSOME 1q21.1 DELETION SYNDROME, 1.35-MB		
Number Sign	612475	CHROMOSOME 1q21.1 DUPLICATION SYNDROME		
Number Sign	612513	CHROMOSOME 2p16.1-p15 DELETION SYNDROME		
Percent	612514	SPECIFIC LANGUAGE IMPAIRMENT 4; SLI4		
Number Sign	612518	CILIARY DYSKINESIA, PRIMARY, 10; CILD10	CILIARY DYSKINESIA, PRIMARY, 10, WITH OR WITHOUT SITUS INVERSUS	
Number Sign	612520	DIABETES MELLITUS, INSULIN-DEPENDENT, 20; IDDM20		
Percent	612521	DIABETES MELLITUS, INSULIN-DEPENDENT, 21; IDDM21		
Number Sign	612522	DIABETES MELLITUS, INSULIN-DEPENDENT, 22; IDDM22		
Percent	612525	PYLORIC STENOSIS, INFANTILE HYPERTROPHIC, 5; IHPS5		
Number Sign	612526	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 3; CGL3	BERARDINELLI-SEIP CONGENITAL LIPODYSTROPHY, TYPE 3; BSCL3;; LIPODYSTROPHY, BERARDINELLI-SEIP CONGENITAL, TYPE 3	
Number Sign	612527	DIAMOND-BLACKFAN ANEMIA 4; DBA4		
Number Sign	612528	DIAMOND-BLACKFAN ANEMIA 5; DBA5		
Number Sign	612529	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2; AI2A2	AMELOGENESIS IMPERFECTA, PIGMENTED HYPOMATURATION TYPE, 2	
Number Sign	612530	CHROMOSOME 1q41-q42 DELETION SYNDROME	HOLOPROSENCEPHALY 10, INCLUDED; HPE10, INCLUDED	
Number Sign	612539	SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42		
Number Sign	612540	MYOPATHY, CONGENITAL, COMPTON-NORTH; MYPCN		
Number Sign	612541	NEUTROPENIA, SEVERE CONGENITAL, 4, AUTOSOMAL RECESSIVE; SCN4		DURSUN SYNDROME, INCLUDED;; PULMONARY ARTERIAL HYPERTENSION, LEUKOPENIA, AND ATRIAL SEPTAL DEFECT, INCLUDED
Number Sign	612542	VITAMIN B12 PLASMA LEVEL QUANTITATIVE TRAIT LOCUS 1; B12QTL1		
Number Sign	612551	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 4, SUSCEPTIBILITY TO; FSGS4	END-STAGE RENAL DISEASE, NONDIABETIC, SUSCEPTIBILITY TO, INCLUDED	
Percent	612554	MYOPIA 16, AUTOSOMAL DOMINANT; MYP16		
Number Sign	612555	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2; BROVCA2		BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2, INCLUDED;; OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2, INCLUDED
Number Sign	612556	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1; ADIPQTL1		ADIPONECTIN DEFICIENCY, INCLUDED;; HYPOADIPONECTINEMIA, INCLUDED
Percent	612557	LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 3	CLLS3	
Percent	612558	LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 4	CLLS4	
Percent	612559	LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 5	CLLS5	
Number Sign	612560	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 12; BMND12		
Number Sign	612561	DIAMOND-BLACKFAN ANEMIA 6; DBA6	AASE-SMITH SYNDROME II	
Number Sign	612562	DIAMOND-BLACKFAN ANEMIA 7; DBA7		
Number Sign	612563	DIAMOND-BLACKFAN ANEMIA 8; DBA8		
Percent	612566	INFLAMMATORY BOWEL DISEASE 24; IBD24		
Number Sign	612567	INFLAMMATORY BOWEL DISEASE 25, AUTOSOMAL RECESSIVE; IBD25	INFLAMMATORY BOWEL DISEASE, EARLY-ONSET, AUTOSOMAL RECESSIVE	
Percent	612571	LUNG CANCER SUSCEPTIBILITY 3; LNCR3	ADENOCARCINOMA OF LUNG, SUSCEPTIBILITY TO	
Number Sign	612572	RETINITIS PIGMENTOSA 46; RP46	RETINITIS PIGMENTOSA, AUTOSOMAL RECESSIVE, IDH3B-RELATED	
Percent	612573	MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 1; MPVQTL1		
Percent	612574	MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 2; MPVQTL2	PLATELET COUNT QUANTITATIVE TRAIT LOCUS 1	
Percent	612575	MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 3; MPVQTL3		
Number Sign	612576	CHROMOSOME 17p13.3, TELOMERIC, DUPLICATION SYNDROME	SPLIT-HAND/FOOT MALFORMATION WITH LONG BONE DEFICIENCY 3; SHFLD3	
Number Sign	612577	AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11		
Percent	612578	STATURE QUANTITATIVE TRAIT LOCUS 15; STQTL15		
Percent	612579	STATURE QUANTITATIVE TRAIT LOCUS 16; STQTL16		
Number Sign	612580	MENTAL RETARDATION, AUTOSOMAL DOMINANT 3; MRD3		
Number Sign	612581	MENTAL RETARDATION, AUTOSOMAL DOMINANT 4; MRD4		
Number Sign	612582	CHROMOSOME 6pter-p24 DELETION SYNDROME		
Percent	612586	ANEURYSM, INTRACRANIAL BERRY, 9; ANIB9		
Percent	612587	ANEURYSM, INTRACRANIAL BERRY, 10; ANIB10		
Percent	612589	COLORECTAL CANCER, SUSCEPTIBILITY TO, 8; CRCS8	COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 14q	
Percent	612590	COLORECTAL CANCER, SUSCEPTIBILITY TO, 9; CRCS9	COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 16q	
Number Sign	612591	COLORECTAL CANCER, SUSCEPTIBILITY TO, 10; CRCS10	COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q	
Percent	612592	COLORECTAL CANCER, SUSCEPTIBILITY TO, 11; CRCS11	COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 20p	
Percent	612593	LUNG CANCER SUSCEPTIBILITY 4; LNCR4		
Percent	612594	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 2; MS2		
Percent	612595	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 3; MS3		
Percent	612596	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 4; MS4		
Percent	612599	PSORIASIS 11, SUSCEPTIBILITY TO; PSORS11		
Number Sign	612621	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5		
Percent	612622	DIABETES MELLITUS, INSULIN-DEPENDENT, 23; IDDM23		
Number Sign	612623	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2; MVCD2	PROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO;; END-STAGE RENAL DISEASE, DIABETIC, SUSCEPTIBILITY TO	
Number Sign	612624	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3; MVCD3	NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO;; END-STAGE RENAL DISEASE, DIABETIC, SUSCEPTIBILITY TO	
Number Sign	612626	CHROMOSOME 15q26-qter DELETION SYNDROME	DRAYER SYNDROME	
Percent	612627	SEIZURES, BENIGN FAMILIAL INFANTILE, 4; BFIS4	CONVULSIONS, BENIGN FAMILIAL INFANTILE, 4; BFIC4	
Number Sign	612628	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 4; MVCD4	NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO	
Percent	612629	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 4; ADIPQTL4		
Number Sign	612630	HAIR MORPHOLOGY 1; HRM1	HAIR THICKNESS, VARIATION IN	
Number Sign	612631	ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO		
Percent	612632	USHER SYNDROME, TYPE IH; USH1H		
Number Sign	612633	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5; MVCD5	RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO	
Number Sign	612634	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6; MVCD6	NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO	
Number Sign	612635	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7; MVCD7	PROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO;; NONPROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO;; NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO	
Percent	612637	FEBRILE SEIZURES, FAMILIAL, 10; FEB10	CONVULSIONS, FAMILIAL FEBRILE, 10	
Percent	612639	INFLAMMATORY BOWEL DISEASE 26; IBD26		
Percent	612642	DEAFNESS, AUTOSOMAL DOMINANT 59; DFNA59		
Number Sign	612643	DEAFNESS, AUTOSOMAL DOMINANT 3B; DFNA3B		
Number Sign	612644	DEAFNESS, AUTOSOMAL DOMINANT 2B; DFNA2B		
Number Sign	612645	DEAFNESS, AUTOSOMAL RECESSIVE 1B; DFNB1B		
Number Sign	612649	CILIARY DYSKINESIA, PRIMARY, 11; CILD11	CILIARY DYSKINESIA, PRIMARY, 11, WITHOUT SITUS INVERSUS	
Number Sign	612650	CILIARY DYSKINESIA, PRIMARY, 12; CILD12	CILIARY DYSKINESIA, PRIMARY, 12, WITHOUT SITUS INVERSUS	
Number Sign	612651	ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO		
Number Sign	612653	SPHEROCYTOSIS, TYPE 4; SPH4	SPHEROCYTOSIS, HEREDITARY, 4; HS4	
Number Sign	612656	EPISODIC ATAXIA, TYPE 6; EA6		
Number Sign	612657	CONE-ROD DYSTROPHY 12; CORD12		
Number Sign	612671	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4	GOUT SUSCEPTIBILITY 4; GOUT4	
Number Sign	612674	POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT; PHARC		
Number Sign	612690	SPHEROCYTOSIS, TYPE 5; SPH5	SPHEROCYTOSIS, HEREDITARY, 5; HS5	
Number Sign	612691	POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL; BTOP		
Number Sign	612692	AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE; AGM6	AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79B DEFECT	
Number Sign	612702	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA; HH6		
Number Sign	612703	MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7		
Number Sign	612712	LEBER CONGENITAL AMAUROSIS 13; LCA13		RETINITIS PIGMENTOSA 53, INCLUDED; RP53, INCLUDED
Number Sign	612713	KAHRIZI SYNDROME; KHRZ	MENTAL RETARDATION, CATARACT, COLOBOMA, AND KYPHOSIS, AUTOSOMAL RECESSIVE	
Number Sign	612714	EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS		
Percent	612715	DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 2; DUH2		
Number Sign	612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY	SEPIAPTERIN REDUCTASE DEFICIENCY; SRD;; SPR DEFICIENCY	
Percent	612717	MYOPIA 15, AUTOSOMAL DOMINANT; MYP15		
Number Sign	612718	CEREBRAL CREATINE DEFICIENCY SYNDROME 3; CCDS3	ARGININE:GLYCINE AMIDINOTRANSFERASE DEFICIENCY;; AGAT DEFICIENCY;; GATM DEFICIENCY;; CREATINE DEFICIENCY SYNDROME DUE TO AGAT DEFICIENCY	
Percent	612726	HARDIKAR SYNDROME		
Percent	612727	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 13; BMND13		
Percent	612728	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 14; BMND14		
Percent	612729	LEAN BODY MASS QUANTITATIVE TRAIT LOCUS 1; LBMQTL1		
Percent	612731	FACIOCARDIOMELIC SYNDROME		
Number Sign	612736	CEREBRAL CREATINE DEFICIENCY SYNDROME 2; CCDS2	GUANIDINOACETATE METHYLTRANSFERASE DEFICIENCY;; GAMT DEFICIENCY;; CREATINE DEFICIENCY SYNDROME DUE TO GAMT DEFICIENCY	
Percent	612737	STATURE QUANTITATIVE TRAIT LOCUS 17; STQTL17		
Number Sign	612740	PORPHYRIA, ACUTE HEPATIC	DELTA-AMINOLEVULINATE DEHYDRATASE DEFICIENCY;; ALAD DEFICIENCY;; PORPHYRIA, ALAD;; PORPHOBILINOGEN SYNTHASE DEFICIENCY;; DOSS PORPHYRIA	LEAD POISONING, SUSCEPTIBILITY TO, INCLUDED
Percent	612759	SYNESTHESIA	SYNSTH	
Number Sign	612775	CONE-ROD DYSTROPHY 9; CORD9		
Percent	612776	HYPOGLOSSIA WITH SITUS INVERSUS		HYPOGLOSSIA, ISOLATED, INCLUDED
NULL	612777	HYPOTONIA, SEIZURES, AND PRECOCIOUS PUBERTY		
Number Sign	612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES	SESAME SYNDROME;; EPILEPSY, ATAXIA, SENSORINEURAL DEAFNESS, AND TUBULOPATHY;; EAST SYNDROME	
Number Sign	612781	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB; IGHD1B	IGHD IB;; DWARFISM OF SINDH	
Number Sign	612782	IMMUNODEFICIENCY 9; IMD9	IMMUNE DYSFUNCTION WITH T-CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT 1	
Number Sign	612783	IMMUNODEFICIENCY 10; IMD10	IMMUNE DYSFUNCTION WITH T-CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT 2;; STIM1 DEFICIENCY	
NULL	612785	MEGARBANE-JALKH SYNDROME	DEVELOPMENTAL DELAY, DYSMORPHIC FEATURES, NEONATAL SPONTANEOUS FRACTURES, WRINKLED SKIN, AND HEPATIC FAILURE	
Percent	612789	DEAFNESS, AUTOSOMAL RECESSIVE 71; DFNB71		
Number Sign	612794	ATRIAL SEPTAL DEFECT 5; ASD5		
Percent	612795	POLYUNSATURATED FATTY ACIDS PLASMA LEVEL QUANTITATIVE TRAIT LOCUS 1; PUFAQTL1		
Percent	612796	INFLAMMATORY BOWEL DISEASE 27; IBD27		
Number Sign	612797	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12; HDLCQ12		
Number Sign	612798	QUESTION MARK EARS, ISOLATED; QME	EARS, PROMINENT AND CONSTRICTED;; COSMAN DEFORMITY OF THE AURICLE;; AURICULAR CLEFT, CONGENITAL	
Number Sign	612813	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE; SEMDAG	SEMD, AGGRECAN TYPE	
Number Sign	612838	BRUGADA SYNDROME 5; BRGDA5		CARDIAC CONDUCTION DEFECT, NONSPECIFIC, INCLUDED
Number Sign	612840	LEUKOCYTE ADHESION DEFICIENCY, TYPE III; LAD3	LEUKOCYTE ADHESION DEFICIENCY 3;; LEUKOCYTE ADHESION DEFICIENCY 1 VARIANT; LAD1V;; INTEGRIN ACTIVATION DEFICIENCY DISEASE; IADD	
Percent	612841	HYPOTRICHOSIS 5; HYPT5	MARIE UNNA HEREDITARY HYPOTRICHOSIS 2; MUHH2	
Percent	612843	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, AUTOSOMAL DOMINANT; KFSD		
Number Sign	612847	BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES; BCYM4	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, PAKISTANI TYPE;; SEMD, PAKISTANI TYPE;; SPONDYLODYSPLASIA AND PREMATURE PUBARCHE	
Percent	612851	NARCOLEPSY 5, SUSCEPTIBILITY TO; NRCLP5		
Number Sign	612852	OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS; OMPP	INTERLEUKIN 1 RECEPTOR ANTAGONIST DEFICIENCY; DIRA	
Percent	612853	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 7; RLS7		
Percent	612858	OROFACIAL CLEFT 12; OFC12	CLEFT LIP WITH OR WITHOUT CLEFT PALATE, NONSYNDROMIC, 12	
Percent	612862	PULMONARY HYPERTENSION, CHRONIC THROMBOEMBOLIC, WITHOUT DEEP VEIN THROMBOSIS, SUSCEPTIBILITY TO	CTEPH, DVT-NEGATIVE, SUSCEPTIBILITY TO	
Number Sign	612863	CHROMOSOME 6q24-q25 DELETION SYNDROME		
NULL	612867	CORNEAL DYSTROPHY, SUBEPITHELIAL MUCINOUS; SMCD	SUBEPITHELIAL MUCINOUS CORNEAL DYSTROPHY	
Number Sign	612868	CORNEAL DYSTROPHY, POSTERIOR AMORPHOUS; PACD	CHROMOSOME 12q21.33 DELETION SYNDROME;; POSTERIOR AMORPHOUS CORNEAL DYSTROPHY	
Number Sign	612874	ERYTHROCYTE AMP DEAMINASE DEFICIENCY		
NULL	612875	GONADOTROPIN-RELEASING HORMONE RECEPTOR 2; GNRHR2		
Percent	612876	SPINOCEREBELLAR ATAXIA 9; SCA9		
Number Sign	612877	CARDIOMYOPATHY, DILATED, 1BB; CMD1BB		
Number Sign	612881	CHROMOSOME 5q14.3 DELETION SYNDROME, DISTAL	HETEROTOPIA, PERIVENTRICULAR, ASSOCIATED WITH CHROMOSOME 5q DELETION;; PERIVENTRICULAR NODULAR HETEROTOPIA 5; PVNH5	
Percent	612882	MENARCHE, AGE AT, QUANTITATIVE TRAIT LOCUS 2; MENAQ2		
Percent	612883	MENARCHE, AGE AT, QUANTITATIVE TRAIT LOCUS 3; MENAQ3		
Percent	612884	MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 2; MENOQ2		
Number Sign	612885	PREMATURE OVARIAN FAILURE 10; POF10		MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 3, INCLUDED; MENOQ3, INCLUDED
Percent	612886	MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 4; MENOQ4		
Percent	612892	STATURE QUANTITATIVE TRAIT LOCUS 18; STQTL18		
Percent	612893	STATURE QUANTITATIVE TRAIT LOCUS 19; STQTL19		
Percent	612894	STATURE QUANTITATIVE TRAIT LOCUS 20; STQTL20		
Number Sign	612899	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8; EIG8		
Number Sign	612900	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2; CPSQ2		
Number Sign	612908	KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2	KERATODERMA, PALMOPLANTAR, STRIATE FORM II; KPPS2;; STRIATE PALMOPLANTAR KERATODERMA II; SPPK2	
Percent	612913	OROFACIODIGITAL SYNDROME XI; OFD11	OFDS XI;; ORAL-FACIAL-DIGITAL SYNDROME, TYPE XI;; ORAL-FACIAL-DIGITAL SYNDROME WITH SKELETAL ANOMALIES;; GABRIELLI SYNDROME	
NULL	612916	ZECHI-CEIDE SYNDROME	OCCIPITAL ATRETIC CEPHALOCELE, UNUSUAL FACIES, AND LARGE FEET	
NULL	612917	GIACHETI SYNDROME	MARFANOID HABITUS AND SPECIFIC LANGUAGE AND LEARNING DISABILITIES	
Number Sign	612918	CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI	CLOVE SYNDROME;; CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, EPIDERMAL NEVI, AND SKELETAL/SPINAL ABNORMALITIES;; CLOVES SYNDROME	
Number Sign	612921	THREE M SYNDROME 2; 3M2	3M SYNDROME 2	
Number Sign	612922	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2; AHUS2	AHUS, SUSCEPTIBILITY TO, 2	
Number Sign	612923	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3; AHUS3	AHUS, SUSCEPTIBILITY TO, 3	
Number Sign	612924	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4; AHUS4	AHUS, SUSCEPTIBILITY TO, 4	
Number Sign	612925	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5; AHUS5	AHUS, SUSCEPTIBILITY TO, 5	
Number Sign	612926	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6; AHUS6	AHUS, SUSCEPTIBILITY TO, 6	
Percent	612929	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, 3	MTBS3	
Number Sign	612932	GLYCOGEN STORAGE DISEASE XIII; GSD13	GSD XIII;; ENOLASE 3 DEFICIENCY;; ENOLASE-BETA DEFICIENCY	
